H_DNG_CD,M00,M10,M20,M30,M40,M50,M60,M70,F00,F10,F20,F30,F40,F50,F60,F70,SIDO_NM,SGG_NM,ADMI_NM
11350710,142.42,1096.6,1075.86,1281.87,1253.77,1499.7,1364.18,1282.51,199.6,975.41,1061.01,1309.36,1522.65,2008.89,1818.44,1851.16,서울특별시,노원구,상계9동
11350720,53.77,596.21,973.66,1302.02,1139.16,1165.06,1146.9,937.56,52.6,866.46,1169.2,1447.44,1278.16,1761.74,1579.36,1215.85,서울특별시,노원구,상계10동
11380510,146.07,1023.84,2214.18,2914.64,2868.11,3210.69,2976.02,2729.01,232.47,1084.36,2613.47,3256.88,2995.41,3719.52,3639.71,4085.56,서울특별시,은평구,녹번동
11380520,87.46,1085.02,1779.64,2301.6,2232.96,2775.62,2740.03,2568.98,161.18,909.63,2021.89,2401.78,2432.21,3258.22,3395.66,3796.96,서울특별시,은평구,불광1동
11380530,71.17,914.59,1700.96,1988.93,1779.41,2236.23,2401.62,2270.94,76.47,729.84,1808.68,1868.82,1709.65,2607.43,2776.92,3096.27,서울특별시,은평구,불광2동
11380551,90.93,861.7,1467.26,1475.16,1284.73,1542.54,1397.89,1221.22,95.98,776.01,1487.01,1298.89,1284.23,1688.84,1609.59,1677.93,서울특별시,은평구,갈현1동
11380552,111.14,1034.26,1562.93,1724.85,1793.68,1963.42,1852.48,1497.84,125.02,1101.36,1721.27,1701.89,1877.23,2576.41,2313.49,2178.31,서울특별시,은평구,갈현2동
11380560,156.0,1348.11,1748.19,1881.37,2050.43,2685.49,2570.81,2327.02,224.92,1706.16,1934.63,1893.66,2233.3,3017.71,2851.19,2970.74,서울특별시,은평구,구산동
11380570,81.83,775.85,2168.28,3024.13,2201.85,2517.83,2353.62,2172.1,137.86,974.33,3000.68,2936.02,2164.45,2970.21,2875.28,3218.49,서울특별시,은평구,대조동
11380580,195.87,1153.16,1601.97,2230.42,2293.98,2356.37,1984.1,1610.33,206.68,1088.66,2095.93,2546.19,2649.04,2859.86,2556.44,2555.33,서울특별시,은평구,응암1동
11380590,178.5,970.08,984.34,1647.72,2326.66,1812.05,1436.92,1144.63,210.75,876.25,997.68,2067.45,2309.07,1858.18,1695.52,1807.9,서울특별시,은평구,응암2동
11380600,103.33,687.32,1382.66,1652.79,1610.39,1961.59,1877.29,1775.13,139.8,586.63,1387.85,1558.08,1536.74,2109.92,2312.41,2449.52,서울특별시,은평구,응암3동
11380625,196.27,1515.58,2623.2,3190.3,3306.06,3693.98,3297.3,3154.54,227.41,1649.23,2895.32,3281.31,3524.68,4328.58,4261.36,4439.86,서울특별시,은평구,역촌동
11380631,124.38,807.73,1534.23,1725.49,1687.08,1994.17,1925.83,1590.76,91.67,727.09,1527.77,1739.36,1804.62,2317.55,2411.43,2317.59,서울특별시,은평구,신사1동
11380632,55.77,968.61,1004.82,1311.17,1282.46,1502.21,1595.32,1412.12,99.13,635.59,1024.49,1273.07,1274.44,1620.03,1725.87,1888.37,서울특별시,은평구,신사2동
11380640,47.75,424.69,766.35,1054.73,964.11,1147.98,970.0,925.66,73.93,458.58,839.83,1087.63,935.07,1383.1,1241.4,1043.95,서울특별시,은평구,증산동
11380650,112.31,678.8,1183.31,1687.59,1534.42,1877.82,1566.13,1029.63,121.98,543.32,1206.69,1871.0,1579.71,2004.07,1638.85,1530.08,서울특별시,은평구,수색동
11380690,342.63,3777.82,3294.86,3244.18,4189.62,5131.54,4075.08,3539.99,400.66,3673.99,4050.02,4226.78,5567.42,5923.67,4858.22,4808.58,서울특별시,은평구,진관동
11410520,45.28,619.56,900.55,1099.86,1106.3,1407.64,1117.65,1036.06,43.48,529.66,910.79,1208.19,1249.01,1552.76,1409.22,1596.54,서울특별시,서대문구,천연동
11410555,65.52,370.01,378.73,709.3,1018.78,681.99,618.04,438.07,74.44,340.32,638.82,759.34,774.39,925.78,788.86,687.9,서울특별시,서대문구,북아현동
11410565,100.2,822.68,2026.19,3485.63,3272.79,3185.93,2091.83,1471.13,109.6,867.13,2930.06,3401.29,2815.85,2791.18,2157.99,1848.83,서울특별시,서대문구,충현동
11410585,37.06,1060.87,7186.02,4136.3,2441.46,2532.74,1827.61,1311.08,58.97,2293.34,11422.82,4347.84,2913.78,3025.61,2152.13,1790.11,서울특별시,서대문구,신촌동
11410615,103.94,1156.14,3738.63,3088.91,2480.73,2720.86,2294.4,2206.99,127.17,1155.0,4062.47,3229.39,2778.38,3138.87,2761.12,3255.34,서울특별시,서대문구,연희동
11410620,113.86,914.31,1440.36,1756.05,1696.23,2122.51,1982.65,1892.0,122.04,1017.82,1584.24,1896.75,1865.97,2537.63,2495.35,2654.42,서울특별시,서대문구,홍제1동
11410640,98.71,567.53,1190.21,1282.22,1231.81,1658.88,1534.66,1501.03,134.36,643.89,1214.62,1323.11,1311.08,1888.84,1856.56,2202.12,서울특별시,서대문구,홍제3동
11410655,60.68,301.83,493.64,791.11,653.98,881.38,918.9,779.76,58.11,341.89,629.33,827.44,713.07,1139.37,1172.81,1170.23,서울특별시,서대문구,홍제2동
11410660,121.83,619.35,1044.78,1364.14,1468.37,1760.06,1775.49,1440.12,146.25,698.98,1138.19,1450.96,1459.1,1988.38,2015.88,2053.66,서울특별시,서대문구,홍은1동
11410685,86.31,1069.57,1708.1,1841.39,1739.69,2058.12,1746.41,1594.6,121.24,1140.24,1678.08,1558.5,1917.04,2424.34,2357.71,2238.53,서울특별시,서대문구,홍은2동
11410690,100.49,604.6,471.08,908.02,1246.91,1097.83,896.48,652.68,146.27,706.82,685.36,1097.71,1257.22,1205.66,1086.09,1004.4,서울특별시,서대문구,남가좌1동
11410700,257.74,1389.03,2201.57,1850.64,2197.56,2233.97,1792.79,1626.95,264.79,1409.76,2326.24,2038.82,2325.0,2382.29,2032.32,2410.97,서울특별시,서대문구,남가좌2동
11410710,70.98,851.2,679.68,940.32,1193.72,1349.21,1152.45,1033.24,115.35,793.4,820.18,1051.21,1456.71,1533.56,1365.7,1359.36,서울특별시,서대문구,북가좌1동
11410720,129.25,950.66,1812.43,2084.75,1999.66,2457.74,2362.63,2259.88,159.95,987.46,1920.64,1908.6,2018.56,2756.24,2756.18,3183.07,서울특별시,서대문구,북가좌2동
11440555,145.83,902.2,1243.89,2446.17,2464.02,2209.67,1764.36,1127.14,150.16,1337.21,1876.99,3046.54,2596.7,2456.19,2012.59,1688.25,서울특별시,마포구,아현동
11440565,101.59,919.03,2138.94,3410.95,2916.86,3332.22,2802.93,1995.09,159.73,888.4,3236.83,3709.77,2820.68,3569.51,2946.07,2748.03,서울특별시,마포구,공덕동
11440585,46.18,498.25,1242.38,2212.46,1797.55,1723.32,1374.06,984.54,54.78,467.14,1683.49,2285.72,1707.49,1761.99,1708.34,1336.52,서울특별시,마포구,도화동
11440590,117.53,865.55,884.53,1731.86,2199.77,1981.01,1403.51,1050.55,156.88,867.51,1184.99,2126.63,2357.5,1935.62,1489.86,1410.22,서울특별시,마포구,용강동
11440600,74.92,1014.04,2777.8,1780.86,1372.98,1500.69,1114.86,771.42,93.43,913.19,3084.22,1834.74,1467.5,1482.03,1115.91,1102.36,서울특별시,마포구,대흥동
11440610,90.97,1082.24,1505.88,2094.64,2188.34,1916.4,1259.81,828.3,183.63,1209.75,1927.64,2343.39,2378.39,1910.62,1441.07,1316.19,서울특별시,마포구,염리동
11440630,71.97,899.37,1662.33,1709.51,1647.84,1959.21,1390.05,1137.87,95.65,856.86,1733.48,1852.7,1858.66,2044.3,1541.16,1575.59,서울특별시,마포구,신수동
11440655,78.95,1070.61,3747.21,2645.14,2144.82,2089.86,1535.12,1284.71,110.34,1224.57,4229.88,2764.78,2243.6,2258.29,1751.33,1832.93,서울특별시,마포구,서강동
11440660,50.45,1671.21,8521.15,7033.64,4468.99,3436.85,2009.91,1420.73,92.49,3033.05,12101.21,7178.98,3912.38,3193.13,2177.22,1912.15,서울특별시,마포구,서교동
11440680,27.28,292.65,1816.27,2457.67,1647.87,1392.01,1042.52,796.55,43.81,424.52,2576.25,2619.99,1568.72,1501.3,1299.65,1095.87,서울특별시,마포구,합정동
11440690,58.56,474.51,1629.4,2146.06,1583.82,1565.48,1207.09,1142.13,83.43,558.7,2242.45,2264.67,1703.8,1717.32,1539.77,1770.68,서울특별시,마포구,망원1동
11440700,81.85,596.23,1010.57,1421.17,1356.99,1488.53,1124.98,1094.98,71.8,599.09,1429.34,1561.76,1479.06,1563.78,1384.62,1621.35,서울특별시,마포구,망원2동
11440710,23.2,398.85,1578.21,1834.79,1179.78,995.09,781.07,753.96,25.34,451.72,2314.98,1914.76,1168.11,1135.0,917.06,1079.86,서울특별시,마포구,연남동
11440720,54.04,775.41,1551.61,2030.79,1802.94,1810.89,1334.01,1093.85,72.45,896.99,2028.68,2258.82,1916.11,1967.76,1531.22,1726.86,서울특별시,마포구,성산1동
11440730,135.4,1370.84,2540.06,3246.82,2651.87,3054.73,2442.17,2017.47,205.0,1301.81,3823.72,3823.16,3018.47,3494.88,2884.18,2744.11,서울특별시,마포구,성산2동
11440740,185.31,2013.35,3390.59,4994.31,5352.46,4759.3,2558.29,1879.94,305.89,1988.84,5370.06,5446.7,4491.55,3859.75,2642.79,2464.94,서울특별시,마포구,상암동
11470510,240.74,2931.77,1876.76,1946.36,3368.39,3130.1,1860.07,1414.15,384.35,2782.87,2169.63,2351.36,4314.15,3396.05,2376.06,1706.87,서울특별시,양천구,목1동
11470520,147.85,1402.12,1926.83,2448.28,2065.93,2229.31,2205.37,1642.47,210.69,1152.61,2024.88,2466.76,2363.75,2788.11,2604.21,2193.34,서울특별시,양천구,목2동
11470530,61.75,452.61,920.58,1253.51,1016.86,1179.78,1203.78,919.89,70.79,399.63,985.17,1284.32,1166.24,1393.04,1540.72,1278.8,서울특별시,양천구,목3동
11470540,120.67,1432.53,1491.74,1360.78,1426.78,1999.28,1413.43,1048.13,124.98,957.72,1420.97,1307.24,1767.62,2290.58,1627.68,1517.87,서울특별시,양천구,목4동
11470550,247.18,4352.33,1975.45,1945.85,3745.56,3576.96,2594.18,2125.48,380.77,3692.74,2302.9,2406.57,5311.92,3983.54,3256.58,2424.02,서울특별시,양천구,목5동
11470560,80.82,532.99,953.16,1370.0,1440.61,1752.32,2014.17,1610.97,118.76,442.02,952.09,1057.32,1204.35,1735.95,2074.04,1983.06,서울특별시,양천구,신월1동
11470570,96.67,459.58,610.93,1023.85,1161.47,1009.71,1026.81,901.17,80.03,512.47,723.25,1062.16,966.49,1199.62,1186.38,1132.84,서울특별시,양천구,신월2동
11470580,67.85,536.43,902.1,1169.78,1143.04,1383.82,1402.44,996.46,70.94,506.86,800.05,999.22,935.78,1148.09,1391.62,1300.97,서울특별시,양천구,신월3동
11470590,100.37,483.63,556.23,821.82,862.76,877.26,897.26,820.22,82.84,494.87,521.06,706.16,972.25,1013.65,1150.01,962.19,서울특별시,양천구,신월4동
11470600,64.21,573.92,769.28,1058.51,1042.5,1089.66,1283.3,952.17,86.55,569.08,823.5,1023.1,1071.63,1305.37,1487.16,1314.89,서울특별시,양천구,신월5동
11470610,74.42,372.71,420.93,717.51,756.8,750.07,711.98,567.22,65.97,309.35,441.08,710.75,723.44,831.02,881.02,740.97,서울특별시,양천구,신월6동
11470611,58.69,509.19,846.67,1157.51,1221.82,1543.09,1653.21,1466.48,86.24,519.66,851.7,1009.28,1125.07,1621.42,1994.27,1901.58,서울특별시,양천구,신월7동
11470620,128.29,1047.63,851.92,832.02,1341.45,1417.65,1172.04,913.63,161.32,1000.77,856.34,968.22,1560.66,1469.35,1312.6,1041.93,서울특별시,양천구,신정1동
11470630,130.15,1290.1,857.9,753.86,1313.72,1563.34,1200.04,948.58,171.98,1329.11,902.84,837.15,1820.18,1695.22,1373.84,1154.72,서울특별시,양천구,신정2동
11470640,281.36,2867.44,2973.82,3318.97,3813.96,4772.48,4044.34,3480.57,343.42,2710.28,2947.73,3438.02,4321.91,5594.39,4675.72,4446.17,서울특별시,양천구,신정3동
11470650,193.87,1462.03,2508.86,2825.88,2643.75,2963.17,2617.71,2358.93,236.84,1739.97,2663.54,2627.33,2566.49,3271.11,3064.9,3051.91,서울특별시,양천구,신정4동
11470670,144.42,1439.01,881.2,1027.2,1785.84,1679.48,1384.84,1077.46,195.32,1549.69,1041.76,1373.13,2334.01,1854.99,1632.56,1227.22,서울특별시,양천구,신정6동
11470680,180.08,1806.49,1325.31,1419.16,1955.27,2186.51,2123.42,1812.9,287.18,2022.97,1277.5,1536.63,2410.96,2570.11,2534.72,2641.79,서울특별시,양천구,신정7동
11500510,299.22,1592.71,1818.73,3342.64,3325.68,2702.12,2328.4,1529.75,288.53,1589.99,2517.16,3864.4,3490.07,2956.72,2685.84,2009.16,서울특별시,강서구,염창동
11500520,111.64,639.06,1885.73,3415.84,2287.03,1978.56,1579.43,1216.71,148.83,553.56,2648.34,3888.92,2122.29,2064.92,1807.57,1709.51,서울특별시,강서구,등촌1동
11500530,104.1,1005.18,1191.26,1642.25,1340.4,1366.81,1420.49,1119.78,104.54,554.88,1237.25,1672.65,1378.66,1630.75,1740.14,1485.22,서울특별시,강서구,등촌2동
11500535,147.82,1221.78,1907.2,3052.86,2488.97,2523.36,2928.38,2304.32,203.45,1086.54,2184.79,2975.59,2475.4,3014.02,3380.45,3138.33,서울특별시,강서구,등촌3동
11500540,138.91,962.42,3577.37,5192.26,3889.48,3700.87,3433.87,3064.61,197.07,882.78,4351.07,4543.37,3451.75,3856.55,4146.59,3912.02,서울특별시,강서구,화곡1동
11500550,108.71,397.16,836.75,1095.36,1062.62,1051.81,893.47,832.67,115.25,372.87,802.99,983.79,952.14,1209.1,1220.06,1086.37,서울특별시,강서구,화곡2동
11500560,60.54,648.94,1222.74,1440.77,1327.54,1443.5,1481.69,1363.93,102.99,618.93,1440.72,1412.23,1479.31,1692.96,1847.55,1683.05,서울특별시,강서구,화곡3동
11500570,120.34,649.77,1091.58,1462.21,1420.01,1423.36,1316.65,1346.96,112.72,713.49,1109.54,1293.19,1391.93,1887.43,1921.0,1721.2,서울특별시,강서구,화곡4동
11500590,220.57,1065.19,2263.85,2931.68,2436.92,2334.37,2080.76,1795.95,226.43,955.96,2552.09,2742.05,2367.2,2541.24,2595.58,2473.14,서울특별시,강서구,화곡본동
11500591,104.7,558.11,1698.48,2428.02,1968.32,1882.96,1831.83,1353.81,129.64,597.79,2161.5,2431.58,1788.42,2044.04,2149.56,1604.17,서울특별시,강서구,화곡6동
11500593,246.07,1092.86,2429.03,3344.42,3076.35,2744.94,2145.43,1860.64,269.52,1131.22,2762.75,2912.78,2671.11,2775.63,2793.13,2430.23,서울특별시,강서구,화곡8동
11500603,110.06,1104.3,4181.03,7561.69,5447.92,4352.93,2990.63,1629.57,127.29,1075.83,6262.06,7160.93,3925.43,3501.84,2907.55,1818.63,서울특별시,강서구,가양1동
11500604,30.49,298.64,590.62,1136.32,809.57,877.94,1543.91,1501.19,38.46,227.93,702.52,1189.5,775.61,944.9,1758.24,2114.89,서울특별시,강서구,가양2동
11500605,24.55,212.96,527.39,1260.23,1009.87,916.2,1000.24,1021.94,45.62,176.37,634.54,1406.25,799.2,837.33,1297.24,1519.07,서울특별시,강서구,가양3동
11500611,210.5,2735.81,2851.74,3276.79,3906.29,4138.8,2901.16,2179.19,359.66,3036.23,3349.28,3444.09,4326.28,4273.1,3366.93,2981.75,서울특별시,강서구,발산1동
11500615,187.99,1654.55,1711.02,2126.04,2614.78,2350.7,1876.06,1718.34,270.82,1724.1,2076.89,2158.34,2978.95,2755.95,2504.84,2293.94,서울특별시,강서구,우장산동
11500620,284.24,1484.25,2959.04,4379.65,4615.55,3932.45,3051.97,2017.31,411.95,1403.96,3129.21,3938.21,3705.62,3282.33,2895.92,2427.56,서울특별시,강서구,공항동
11500630,217.65,1497.79,1917.92,2793.34,3220.06,3205.92,2894.97,2285.87,258.43,1577.06,1923.04,2804.45,3192.32,3168.72,3436.86,2852.09,서울특별시,강서구,방화1동
11500640,128.37,822.1,2395.44,3851.64,3303.87,3239.74,2981.15,2243.6,135.21,864.58,2910.28,3538.48,2811.59,2920.35,2992.29,2782.0,서울특별시,강서구,방화2동
11500641,72.27,671.85,922.78,1660.32,1624.36,1567.99,1657.94,1440.95,127.51,557.98,918.28,1619.15,1527.4,1841.03,1718.63,1838.21,서울특별시,강서구,방화3동
11530510,165.28,1457.9,2088.66,3127.14,3233.63,2951.94,2473.47,1892.57,269.33,1652.56,2361.03,3500.48,3627.71,3281.57,2722.42,2208.44,서울특별시,구로구,신도림동
11530520,146.76,936.22,1025.25,1699.29,1580.89,1534.64,1323.38,940.56,159.06,963.85,1142.12,1767.5,1670.32,1606.16,1619.59,1149.26,서울특별시,구로구,구로1동
11530530,84.29,584.32,1506.36,2236.46,2188.18,2959.53,2851.65,2056.42,79.88,640.95,1672.91,1927.65,1783.8,2644.19,2512.49,2432.26,서울특별시,구로구,구로2동
11530540,104.21,615.73,4053.58,6066.01,5130.89,3964.84,2481.66,1618.21,65.64,561.29,4390.3,4533.86,3308.46,2981.07,2314.23,1970.89,서울특별시,구로구,구로3동
11530550,59.14,383.43,981.96,1381.61,1219.93,1726.48,1629.33,1434.34,33.33,348.46,782.31,1276.88,1165.84,1725.63,1814.63,2046.0,서울특별시,구로구,구로4동
11530560,102.42,857.96,2531.01,3863.22,2995.55,3219.49,2778.08,2183.95,152.3,854.13,3210.41,3558.63,2746.95,3243.96,2877.42,2597.62,서울특별시,구로구,구로5동
11530595,15.16,85.04,802.07,989.85,564.01,684.02,562.4,428.95,13.88,64.34,773.34,645.35,403.24,469.32,503.33,481.4,서울특별시,구로구,가리봉동
11530720,186.33,1301.67,2153.91,2799.2,2234.86,2410.35,2438.44,2016.7,211.11,1290.67,2025.61,2776.1,2224.11,2577.68,2499.39,2380.19,서울특별시,구로구,고척1동
11530730,135.83,737.65,836.62,1411.46,1241.61,1487.0,1517.31,1377.34,179.78,741.57,1052.07,1127.25,1294.64,1698.33,1546.0,1814.57,서울특별시,구로구,고척2동
11530740,151.96,1054.25,1663.5,2440.16,2287.66,2603.67,2769.37,2421.0,193.14,1004.73,1706.72,2472.12,2213.22,2786.52,3098.95,3027.66,서울특별시,구로구,개봉1동
11530750,124.89,736.67,1370.16,1970.55,2006.2,2010.73,2366.43,2127.97,153.66,726.81,1507.9,2005.21,2032.42,2422.09,2806.19,2606.77,서울특별시,구로구,개봉2동
11530760,135.99,583.09,879.88,1110.84,1146.17,1346.28,1373.75,1379.19,154.25,582.18,831.46,1062.18,1189.85,1590.78,1827.74,1674.69,서울특별시,구로구,개봉3동
11530770,72.39,458.33,1506.5,2065.35,1437.74,1371.9,1534.18,1432.31,100.29,553.35,2052.93,2033.38,1219.97,1564.36,1725.39,1748.09,서울특별시,구로구,오류1동
11530780,264.83,2093.85,2234.03,2636.43,3133.04,3454.51,2979.58,3015.75,451.58,2119.84,2172.69,2623.49,3353.41,3736.16,3589.2,4153.65,서울특별시,구로구,오류2동
11530790,85.8,1154.39,1258.76,1388.9,1545.46,1823.66,1959.67,1695.38,155.59,1059.69,1124.7,1353.81,1665.87,1964.68,2220.46,2227.3,서울특별시,구로구,수궁동
11530800,153.72,530.09,429.96,963.5,1146.89,630.75,573.08,428.87,241.5,441.34,420.39,1227.36,1122.32,669.74,709.95,537.1,서울특별시,구로구,항동
11545510,86.52,456.58,6643.67,10440.78,7794.65,6636.54,3771.98,1566.34,111.03,427.44,7240.93,7185.57,3977.6,3701.14,2514.47,1548.8,서울특별시,금천구,가산동
11545610,163.95,999.31,3873.47,6105.0,4195.93,4073.77,3704.72,2400.08,239.26,859.41,4326.79,5069.0,3239.89,3787.11,3637.5,2998.39,서울특별시,금천구,독산1동
11545620,35.12,262.6,712.89,1177.03,834.77,1022.3,1154.5,919.25,82.91,265.44,705.26,971.73,665.92,1200.98,1286.4,1016.43,서울특별시,금천구,독산2동
11545630,65.42,349.56,959.35,1552.13,1160.78,1271.42,1486.9,1082.34,48.71,319.08,1241.56,1298.25,1026.87,1470.27,1576.54,1315.77,서울특별시,금천구,독산3동
11545640,47.05,324.75,912.43,1191.97,969.02,1514.79,1571.82,1121.51,67.19,346.5,875.28,978.0,872.63,1564.62,1674.54,1338.87,서울특별시,금천구,독산4동
11545670,130.36,1004.32,2084.58,2897.9,2523.17,2791.83,2593.47,2003.81,136.21,953.15,2045.67,2514.9,2163.09,3114.78,2981.79,2448.62,서울특별시,금천구,시흥1동
11545680,147.58,858.39,835.69,993.55,1235.87,1550.97,1666.0,1392.93,145.2,1055.57,792.78,1058.89,1471.25,1790.38,1922.15,1753.8,서울특별시,금천구,시흥2동
11545690,49.49,332.88,584.78,886.81,880.44,1239.03,1298.9,967.05,66.44,336.2,585.27,689.36,726.33,1103.29,1227.05,1042.4,서울특별시,금천구,시흥3동
11545700,100.86,597.62,917.22,1214.6,1165.72,1588.33,1867.59,1542.75,125.32,581.52,901.82,1075.8,1133.44,1890.09,2065.09,1936.89,서울특별시,금천구,시흥4동
11545710,38.31,377.29,769.75,932.97,943.12,1335.33,1444.54,1070.65,55.91,400.42,635.09,737.59,892.78,1438.5,1489.89,1388.94,서울특별시,금천구,시흥5동
11560515,38.41,577.44,1386.55,1818.29,1547.39,1675.65,1669.62,1261.21,49.39,486.57,1486.07,1613.57,1282.55,1732.41,1831.17,1492.72,서울특별시,영등포구,영등포본동
11560535,74.84,654.01,4658.79,7070.93,4208.63,4063.13,3535.29,2170.19,117.98,745.49,6329.96,6233.13,3651.72,3621.71,2696.92,2032.13,서울특별시,영등포구,영등포동
11560540,210.11,2067.52,7177.26,14216.05,13233.23,11141.69,5058.88,3278.89,248.63,2204.95,9881.75,12050.72,9273.29,6669.79,4672.07,4169.86,서울특별시,영등포구,여의동
11560550,45.37,549.92,1925.62,3318.06,2235.21,2326.31,1930.01,1457.37,72.78,442.29,2512.15,3171.23,2119.04,2288.55,1993.51,1795.35,서울특별시,영등포구,당산1동
11560560,134.36,1143.4,3007.81,4760.93,3346.93,2940.99,2438.17,1838.44,203.92,1220.55,4472.74,5327.15,3235.2,3015.42,2462.94,2298.38,서울특별시,영등포구,당산2동
11560585,88.46,439.57,1246.97,1851.0,1329.25,1694.92,1647.06,1355.79,83.71,435.07,1253.96,1710.33,1261.99,1540.78,1559.46,1679.78,서울특별시,영등포구,도림동
11560605,209.65,1365.6,2502.99,4139.93,3983.3,3496.12,2639.58,2096.84,273.16,1295.31,3174.17,4348.4,3956.33,3317.18,2534.11,2524.7,서울특별시,영등포구,문래동
11560610,80.67,524.25,1394.76,2553.48,1956.6,1717.71,1203.74,928.58,107.2,474.43,1888.17,2593.35,1751.53,1549.17,1264.01,1269.37,서울특별시,영등포구,양평1동
11560620,71.04,754.97,1793.15,3316.72,2419.16,2293.27,1658.34,1026.13,98.36,630.29,2314.21,3272.81,2109.72,2012.83,1561.15,1208.68,서울특별시,영등포구,양평2동
11560630,105.11,478.81,1610.1,1993.52,1381.94,1649.18,1534.79,1296.59,111.43,453.24,1648.64,1629.02,1175.57,1540.35,1589.79,1798.65,서울특별시,영등포구,신길1동
11560650,48.63,387.34,757.86,1096.08,797.49,892.68,995.3,827.42,98.13,432.59,839.4,1080.11,749.54,1036.35,1161.84,1056.59,서울특별시,영등포구,신길3동
11560660,61.89,395.53,633.45,865.28,849.07,904.39,938.84,777.72,97.83,370.67,616.75,855.82,829.21,976.59,1084.1,1009.11,서울특별시,영등포구,신길4동
11560670,40.98,349.96,358.47,531.71,625.59,654.59,573.68,493.94,94.73,309.35,360.52,592.09,616.78,718.61,752.79,596.47,서울특별시,영등포구,신길5동
11560680,123.03,636.17,1277.55,1631.85,1171.91,1328.86,1359.67,1158.45,95.65,539.52,1467.34,1662.81,1200.83,1568.66,1595.32,1568.55,서울특별시,영등포구,신길6동
11560690,115.81,704.96,1035.83,1408.63,1390.34,1176.71,1222.73,901.68,129.05,738.18,1044.09,1636.19,1398.66,1718.45,1382.65,1197.08,서울특별시,영등포구,신길7동
11560700,50.39,334.0,888.13,1015.67,914.99,1199.55,1215.16,1065.41,36.49,312.63,945.09,948.21,874.76,1369.34,1393.54,1424.59,서울특별시,영등포구,대림1동
11560710,42.83,203.61,855.86,1071.28,826.95,1080.69,818.21,780.34,47.38,199.52,944.54,962.94,774.0,1188.81,982.48,1082.81,서울특별시,영등포구,대림2동
11560720,54.16,449.1,1204.71,1623.27,1405.62,1982.04,2182.55,1699.91,96.95,461.66,1130.18,1367.67,1252.49,2083.65,2166.49,1884.8,서울특별시,영등포구,대림3동
11590510,77.41,1000.54,4360.74,4044.57,2581.03,2627.43,2035.64,1895.03,123.46,1004.22,3894.68,3077.68,2193.88,2609.48,2497.63,2609.65,서울특별시,동작구,노량진1동
11590520,15.33,254.35,1168.29,1317.55,830.02,1037.27,927.51,742.49,38.13,200.67,1141.54,949.9,552.63,779.41,869.86,863.63,서울특별시,동작구,노량진2동
11590530,153.89,1590.7,5571.25,2703.44,2368.6,2864.97,2487.76,2407.36,243.64,1497.7,4843.53,2547.74,2639.53,3354.14,3024.58,3279.59,서울특별시,동작구,상도1동
11590540,137.12,921.03,1901.16,2017.44,2092.14,2079.48,1681.2,1573.69,172.75,860.44,2088.73,2250.02,2260.13,2378.16,2137.47,1974.16,서울특별시,동작구,상도2동
11590550,71.48,660.17,1439.05,1705.67,1325.34,1563.4,1484.38,1441.75,80.29,566.12,1675.22,1570.06,1356.22,1804.14,1868.52,2065.19,서울특별시,동작구,상도3동
11590560,120.2,738.06,1777.88,2272.38,1979.3,1927.11,1915.04,1619.62,147.28,706.6,1924.13,2226.97,1907.23,2374.39,2392.96,2301.94,서울특별시,동작구,상도4동
11590605,172.62,1369.08,3550.86,2211.96,2362.92,2678.79,2223.15,1899.58,204.77,1365.38,3382.28,2527.97,2603.06,3038.29,2579.71,2781.15,서울특별시,동작구,흑석동
